304694,2017-03-22,272.45,"Sobe - Cranberry Grapefruit,2.02,18.94","Sauce - White, Mix,1.03,1.95","Cheese - Cheddar, Old White,1.80,11.98","Cake - French Pear Tart,1.96,10.32","Cake - Night And Day Choclate,1.59,1.85","Halibut - Whole, Fresh,3.49,3.22","Lamb Shoulder Boneless Nz,1.91,18.63","Nut - Almond, Blanched, Whole,4.03,18.86","Flavouring - Rum,1.79,12.26","Nantucket Cranberry Juice,2.67,10.56","Tomato Paste,3.09,1.45","Lamb - Shoulder, Boneless,2.50,4.50","Lamb - Ground,2.23,10.80","Capon - Whole,4.07,9.88","Container - Hngd Cll Blk 7x7x3,2.44,22.05","Salmon - Atlantic, No Skin,3.19,24.08","Lamb - Bones,1.60,10.80","Cheese - Cheddar With Claret,1.41,7.57","Grapes - Red,3.07,27.08","Beef - Rib Eye Aaa,4.01,13.91","Yams,3.00,10.40","Wine - Riesling Alsace Ac 2001,4.04,2.91","Salt - Kosher,2.02,18.45",0,0,0,0,0,0 
789247,2017-12-31,178.23,"Hand Towel,3.64,33.73","Hand Towel,2.03,18.81","Halibut - Whole, Fresh,2.03,1.86","Dawn Professionl Pot And Pan,3.22,13.15","Crackers - Water,2.68,11.32","Pork - Loin, Center Cut,1.65,9.74","Cherries - Frozen,1.25,3.89","Wine - Bouchard La Vignee Pinot,3.85,7.66","Muffin Hinge Container 6,2.05,1.19","Sauce - Soya, Light,2.26,6.04","Yokaline,1.05,6.08","Sauce - Hp,1.93,9.41","Syrup - Monin, Irish Cream,3.23,14.50","Beef - Rib Eye Aaa,1.18,1.48","Wine - Montecillo Rioja Crianza,3.48,23.32","Nut - Pumpkin Seeds,2.25,3.11","Fennel - Seeds,1.79,12.92",0,0,0,0,0,0,0,0,0,0,0,0
789247,2018-01-02,59.41,"Juice - Lagoon Mango,2.79,6.61","Banana Turning,2.74,25.57","Water - Mineral, Carbonated,1.24,8.96","Peppercorns - Pink,2.46,18.27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789247,2018-01-26,153.33,"Wine - Red, Mouton Cadet,3.83,25.59","Mustard - Dijon,1.33,1.60","Lettuce - Escarole,1.78,13.61","Bread - Roll, Whole Wheat,2.08,15.53","Curry Powder,2.85,9.12","Pears - Anjou,2.69,22.07","Maintenance Removal Charge,3.58,6.05","Bay Leaf,1.96,5.37","Veal - Round, Eye Of,3.80,25.36","Sugar - Icing,1.23,8.46","Noodles - Steamed Chow Mein,4.00,20.58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576710,2017-07-11,166.05,"Bread - Crusty Italian Poly,1.21,9.37","Beer - Molson Excel,2.30,1.40","Sweet Pea Sprouts,2.99,26.83","Wine - Cotes Du Rhone Parallele,2.48,14.54","Pepper - Roasted Red,2.68,5.57","Smoked Paprika,2.89,17.87","Icecream Cone - Areo Chocolate,3.96,8.35","Yukon Jack,2.20,11.21","Wine - Shiraz Wolf Blass Premium,2.73,20.77","Carbonated Water - Cherry,1.04,8.10","Halibut - Whole, Fresh,2.97,2.74","Table Cloth 90x90 White,1.21,11.21","Dawn Professionl Pot And Pan,2.21,9.03","Cake - Night And Day Choclate,3.28,3.80","Nut - Pumpkin Seeds,1.12,6.46","Carbonated Water - Cherry,1.12,8.79",0,0,0,0,0,0,0,0,0,0,0,0,0
576710,2017-07-20,188.81,"Wild Boar - Tenderloin,2.19,15.07","Radish - Black, Winter, Organic,2.39,19.71","Cheese - Valancey,1.61,4.10","Glycerine,1.42,9.69","Shrimp - Baby, Warm Water,4.13,1.36","Nectarines,2.43,15.47","Lid - High Heat, Super Clear,1.30,3.83","Hummus - Spread,1.14,9.77","Lotus Root,1.55,7.60","Cheese - Valancey,2.66,24.85","Bacardi Breezer - Tropical,1.70,7.99","Soupfoamcont12oz 112con,2.11,7.75","Pancetta,3.06,15.58","Cheese - Taleggio D.o.p.,2.95,2.39","Turkey - Ground. Lean,2.71,8.74","Nantucket Cranberry Juice,2.26,8.95","Chutney Sauce,1.98,14.05","Pork - Ham Hocks - Smoked,2.75,8.93","Tea - English Breakfast,2.12,2.98",0,0,0,0,0,0,0,0,0,0
576710,2017-11-03,280.30,"Rice - Wild,1.60,11.54","Bandage - Flexible Neon,2.55,22.25","English Muffin,3.85,1.81","Creme De Cacao Mcguines,3.29,4.78","Apricots Fresh,1.59,15.75","Cheese - St. Paulin,1.18,9.48","Water - Mineral, Carbonated,1.11,7.99","Pear - Halves,2.82,27.84","Flour - Strong,1.07,4.27","Cheese - Swiss Sliced,2.46,12.20","Flavouring - Rum,2.52,17.18","Greens Mustard,2.81,20.00","Honey - Comb,3.19,2.71","Veal - Inside, Choice,3.80,27.68","Quail Eggs - Canned,3.61,20.03","Wine - Marlbourough Sauv Blanc,3.83,13.30","Wine - White, French Cross,3.47,5.00","Chips Potato All Dressed - 43g,1.83,2.56","Juice - Happy Planet,2.04,2.52","Rum - Mount Gay Eclipes,3.86,11.08","Brandy - Bar,3.09,1.76","Chinese Foods - Pepper Beef,3.94,31.97","Plate Pie Foil,1.09,6.60",0,0,0,0,0,0
905980,2017-08-24,402.74,"Juice - Tomato, 10 Oz,1.91,16.51","Crackers - Melba Toast,4.03,2.74","Noodles - Steamed Chow Mein,3.73,19.15","Yogurt - Raspberry, 175 Gr,2.27,6.94","Appetizer - Southwestern,1.34,13.00","Salmon - Atlantic, No Skin,3.39,25.66","Placemat - Scallop, White,2.40,20.45","Bar Nature Valley,3.74,10.92","Longos - Grilled Veg Sandwiches,3.64,32.17","Pork - Loin, Center Cut,1.56,9.21","Tuna - Bluefin,2.62,10.59","Fudge - Chocolate Fudge,2.01,16.25","Foil - Round Foil,2.45,22.13","Wine - Duboeuf Beaujolais,3.77,31.92","Chicken - White Meat, No Tender,1.14,2.77","Cocoa Powder - Dutched,1.01,9.15","Sour Cream,3.54,22.04","Brandy - Bar,3.95,24.39","Passion Fruit,3.30,28.65","Stock - Veal, Brown,1.36,7.78","Table Cloth 90x90 Colour,1.10,10.76","Beef - Bones, Marrow,3.55,6.54","Noodles - Steamed Chow Mein,3.72,19.12","Lettuce - Belgian Endive,1.30,8.18","Bandage - Flexible Neon,2.50,21.74","Cod - Salted, Boneless,2.95,3.98",0,0,0
905980,2017-10-04,341.28,"Stock - Veal, Brown,1.50,8.58","Crackers - Melba Toast,3.45,23.66","Fennel - Seeds,1.71,12.34","Radish - Black, Winter, Organic,2.12,17.47","Vaccum Bag 10x13,1.60,9.87","Salt - Kosher,1.68,15.35","Corn Syrup,1.66,15.82","Anisette - Mcguiness,3.00,19.81","Rhubarb,2.97,12.81","Ranchero - Primerba, Paste,3.25,14.16","Fenngreek Seed,1.44,3.42","Pork - Hock And Feet Attached,1.93,6.65","Squash - Butternut,1.29,2.80","Pepper - Orange,3.10,26.68","Bread - Olive Dinner Roll,3.17,11.13","Egg - Salad Premix,3.64,14.65","Lotus Root,4.09,20.08","Pork - Liver,2.87,15.56","Cucumber - English,1.15,6.64","Shrimp - Baby, Warm Water,3.40,1.12","Wine - Clavet Saint Emilion,2.59,14.80","Lamb - Bones,3.89,26.29","Ice Cream - Fudge Bars,1.26,8.54","Campari,2.70,26.98","Cheese - Havarti, Salsa,1.20,6.06",0,0,0,0
905980,2018-01-03,2.02,"Brandy - Bar,3.54,2.02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573225,2017-08-11,271.30,"Wiberg Super Cure,3.90,10.46","Beef - Rib Eye Aaa,1.24,1.56","Bread - Hamburger Buns,1.02,4.84","Pancetta,3.15,16.06","Cheese - Havarti, Roasted Garlic,2.48,13.70","Mushroom - Lg - Cello,2.35,12.21","Beef - Rib Eye Aaa,1.70,5.91","Cheese - Havarti, Roasted Garlic,4.05,22.36","Compound - Raspberry,3.86,37.72","Flavouring - Rum,1.49,10.18","Chips - Doritos,3.40,29.72","Nantucket - Kiwi Berry Cktl.,1.84,0.70","Nantucket Cranberry Juice,2.32,9.15","Liners - Banana, Paper,2.93,12.08","Flour - Masa De Harina Mexican,3.91,24.30","Bread Crumbs - Panko,2.43,7.29","Fenngreek Seed,3.17,7.54","Mushroom - King Eryingii,2.98,28.25","Sterno - Chafing Dish Fuel,2.89,15.07","Wine - White, French Cross,1.54,2.22",0,0,0,0,0,0,0,0,0
573225,2017-08-24,194.71,"Cake - Cheese Cake 9 Inch,3.68,24.72","Mushroom - Morels, Dry,4.07,30.94","Lid - High Heat, Super Clear,4.05,14.93","Flour - Masa De Harina Mexican,3.05,18.92","Banana Turning,2.97,27.73","Isomalt,1.71,2.22","Cheese - Swiss Sliced,3.43,17.02","Rhubarb,1.46,6.31","Bread - 10 Grain Parisian,2.50,7.86","Beef - Bones, Marrow,1.17,2.15","Beer - Molson Excel,4.03,2.46","Muffin Batt - Carrot Spice,1.11,3.25","Rabbit - Saddles,3.79,36.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573225,2018-01-06,72.05,"Foil - Round Foil,3.52,31.76","Coffee - Cafe Moreno,1.86,17.62","Sugar - Monocystal / Rock,3.40,13.70","Oil - Sesame,1.24,8.96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877083,2017-07-30,333.63,"Pork - European Side Bacon,1.04,4.81","Muffin Orange Individual,2.94,1.91","Bread - Multigrain,2.73,13.15","Salt - Kosher,2.23,20.34","Lamb - Racks, Frenched,2.92,29.08","Beef Flat Iron Steak,2.10,11.73","Silicone Parch. 16.3x24.3,2.08,1.64","Five Alive Citrus,2.70,11.49","Wine - White, French Cross,3.19,28.22","Scallops 60/80 Iqf,2.57,7.56","Kale - Red,3.61,31.04","Rice - Wild,2.48,18.10","Cake - Dulce De Leche,4.16,22.16","Cheese - Comte,1.51,4.91","Salt - Rock, Course,2.78,8.14","Chutney Sauce,1.11,7.88","Pork - Loin, Center Cut,1.73,7.14","Pork - Bacon,back Peameal,2.47,20.61","Appetizer - Southwestern,4.13,40.10","Latex Rubber Gloves Size 9,3.69,28.04","Soup - Knorr, Ministrone,2.80,15.57",0,0,0,0,0,0,0,0
877083,2017-10-18,183.84,"Chocolate - Milk,3.04,4.11","Cheese - Cream Cheese,2.21,13.05","Crackers - Melba Toast,1.06,7.25","Coffee - Decaffeinato Coffee,1.75,16.05","Nectarines,1.22,7.79","Wine - Bouchard La Vignee Pinot,1.12,2.22","Kale - Red,3.71,31.93","Rice - Long Grain,1.25,4.73","Crackers - Water,2.71,11.46","Sweet Pea Sprouts,1.84,16.47","Noodles - Steamed Chow Mein,3.25,16.70","Wine - Muscadet Sur Lie,3.06,3.98","Veal - Round, Eye Of,2.76,18.38","Pork - Sausage Casing,1.02,2.08","Tea - English Breakfast,4.08,5.76","Oil - Grapeseed Oil,3.12,12.48","Mushroom - Crimini,3.12,9.41",0,0,0,0,0,0,0,0,0,0,0,0
877083,2017-12-04,449.31,"English Muffin,2.77,1.30","Fruit Salad Deluxe,2.25,17.78","Soup - Campbells, Chix Gumbo,1.25,7.02","Tofu - Firm,2.72,2.36","Cocoa Butter,1.04,2.35","Sole - Dover, Whole, Fresh,3.98,27.56","Pie Filling - Cherry,4.20,23.43","Rhubarb,1.85,7.96","Rhubarb,3.87,16.66","Lemon Grass,4.07,38.23","Tomato Paste,2.74,1.29","Nut - Walnut, Chopped,1.12,6.38","Lettuce - Radicchio,3.21,6.71","Ecolab Crystal Fusion,2.83,14.88","Cookies Almond Hazelnut,3.84,18.91","Liners - Banana, Paper,1.52,6.27","Rabbit - Saddles,3.87,36.99","Sauce - Oyster,1.08,4.92","Marjoram - Fresh,2.37,13.00","Fennel - Seeds,3.79,27.39","Egg - Salad Premix,3.12,12.55","Prunes - Pitted,2.30,20.81","Brandy - Bar,3.97,2.26","Wine - Duboeuf Beaujolais,3.41,28.87","Pork - Bacon,back Peameal,1.77,14.77","Coffee - Hazelnut Cream,2.92,17.67","Kale - Red,1.83,15.80","Flour Dark Rye,2.03,19.53","Appetizer - Southwestern,3.67,35.66"
367826,2017-07-21,118.20,"Fruit Salad Deluxe,4.05,31.98","Wine - Shiraz South Eastern,3.04,21.61","Wine - Sogrape Mateus Rose,3.60,13.34","Tuna - Bluefin,1.02,4.12","Mushroom - Morels, Dry,2.46,18.71","Container - Clear 32 Oz,3.18,24.72","Fenngreek Seed,1.56,3.72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351745,2017-04-16,227.50,"Eel Fresh,4.05,31.53","Fennel - Seeds,2.14,15.45","Pork - Hock And Feet Attached,4.10,14.14","Yogurt - Raspberry, 175 Gr,1.56,4.74","Tea - Mint,1.58,12.42","Radish - Black, Winter, Organic,2.98,24.58","Cookie Dough - Chocolate Chip,4.00,19.84","Strawberries,3.82,26.60","Veal - Round, Eye Of,2.72,18.11","Campari,3.65,36.46","Nut - Pine Nuts, Whole,2.99,23.62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268922,2017-07-20,165.40,"Cheese - Cheddar, Medium,1.95,6.14","Soup - Campbellschix Stew,4.16,26.02","Lemon Grass,2.25,21.11","Wine - White, French Cross,1.80,2.59","Seedlings - Buckwheat, Organic,3.94,27.94","Juice - Grapefruit, 341 Ml,3.78,32.34","Hand Towel,1.63,15.10","Vinegar - Champagne,3.42,34.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268922,2017-08-22,248.69,"Silicone Parch. 16.3x24.3,3.62,2.86","Pork - Liver,1.42,4.27","Carbonated Water - Blackberry,2.35,1.55","Carbonated Water - Cherry,3.00,23.46","Dawn Professionl Pot And Pan,2.72,11.13","Peppercorns - Pink,4.03,29.96","Pork - Bacon, Sliced,2.98,13.15","Wine - White, French Cross,3.02,4.36","Venison - Liver,1.20,0.55","Pie Pecan,3.16,23.02","Cactus Pads,4.09,4.42","Lettuce - Escarole,1.24,4.90","Wine - Prosecco Valdobiaddene,1.49,5.29","Wine - Red, Cabernet Merlot,1.59,8.83","Wine - Casablanca Valley,3.27,13.08","Ecolab - Balanced Fusion,1.67,14.46","Skewers - Bamboo,4.17,34.63","Cocoa Butter,2.63,5.92","Asparagus - White, Canned,1.38,8.82","Pomegranates,2.35,13.09","Wine - Shiraz Wolf Blass Premium,1.90,14.46","Pepper - Cubanelle,3.11,4.39","Corn Kernels - Frozen,2.53,2.10",0,0,0,0,0,0
268922,2017-12-27,265.74,"Lid - High Heat, Super Clear,2.75,10.15","Wine - White, French Cross,2.27,20.05","Spice - Montreal Steak Spice,2.27,11.47","Wine - Lamancha Do Crianza,1.99,15.55","Muffin Orange Individual,2.08,1.35","Turkey - Ground. Lean,1.67,5.39","Ecolab - Balanced Fusion,1.30,11.30","Tea - Black Currant,2.50,6.62","Juice - Happy Planet,3.94,4.85","Nut - Cashews, Whole, Raw,2.93,22.88","Butter Ripple - Phillips,1.66,14.13","Cod - Salted, Boneless,2.11,2.84","Trout - Rainbow, Fresh,3.02,10.72","Bread - Malt,3.85,6.28","Ranchero - Primerba, Paste,2.98,25.86","Bread - Crusty Italian Poly,3.49,27.02","Cucumber - English,3.80,21.95","Trout - Rainbow, Fresh,1.12,3.97","Beef - Ox Tail, Frozen,2.59,19.45","Ice Cream Bar - Hagen Daz,2.98,23.91",0,0,0,0,0,0,0,0,0
656909,2017-10-17,173.27,"Mackerel Whole Fresh,3.45,22.55","Calypso - Pineapple Passion,4.16,32.14","Prunes - Pitted,1.89,17.13","Bag Clear 10 Lb,2.05,3.57","Wine - White, Colubia Cresh,1.33,5.59","Lamb - Ground,3.31,16.01","Fennel - Seeds,3.45,24.92","Coffee - Cafe Moreno,3.10,29.29","Honey - Comb,2.59,2.20","Crawfish,3.06,8.79","French Pastry - Mini Chocolate,1.09,7.90","Island Oasis - Strawberry,2.54,3.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269429,2018-02-10,356.16,"Salt And Pepper Mix - Black,2.78,13.75","Bread - Hamburger Buns,2.47,11.78","Pepper - Roasted Red,1.08,2.24","Muffin - Banana Nut Individual,2.13,20.03","Pepper - Orange,4.13,35.52","Wine - Montecillo Rioja Crianza,1.78,11.97","Strawberries,2.43,19.51","Beef - Ground Medium,1.30,11.65","Cheese - Comte,1.50,4.86","Wine - Red, Cooking,3.95,16.06","Longos - Assorted Sandwich,3.40,25.77","Veal - Insides, Grains,2.86,5.15","Skewers - Bamboo,1.07,8.87","Clam - Cherrystone,3.56,16.27","Mustard - Dijon,1.90,2.29","Crackers - Melba Toast,2.27,1.55","Brandy - Bar,2.55,1.46","Sauce - Soya, Light,3.95,10.55","Nantucket - Kiwi Berry Cktl.,1.13,0.43","Chinese Foods - Pepper Beef,3.75,30.39","Passion Fruit,2.30,20.03","Radish - Black, Winter, Organic,2.10,17.34","Cactus Pads,2.37,2.56","Spice - Montreal Steak Spice,2.01,10.18","Oil - Sesame,3.54,25.50","Wine - Riesling Alsace Ac 2001,3.25,7.32","Nectarines,3.03,19.35","Sugar - Sweet N Low, Individual,1.83,3.80",0
269429,2018-02-16,331.50,"Fruit Salad Deluxe,2.13,16.85","Kale - Red,3.45,29.69","Beer - Labatt Blue,1.76,14.06","Oil - Grapeseed Oil,3.03,12.11","Beef Tenderloin Aaa,4.14,38.05","Cocoa Butter,1.86,4.19","Cake - Cheese Cake 9 Inch,2.97,18.50","Wine - White, French Cross,3.01,26.68","Crackers - Water,4.18,17.69","Chicken - White Meat With Tender,2.02,17.98","Wine - Riesling Alsace Ac 2001,3.79,8.53","Pork - Liver,3.82,20.70","Lobster - Base,3.75,27.31","Crackers - Melba Toast,2.35,8.66","Chocolate - Milk,3.79,5.12","Cheese - Valancey,3.45,32.30","Cod - Salted, Boneless,1.08,1.46","Cheese - Valancey,1.68,4.28","Wine - Red Oakridge Merlot,1.28,7.29","Pork - Sausage Casing,2.00,4.08","Soup - Knorr, French Onion,3.76,15.96",0,0,0,0,0,0,0,0
269429,2018-02-21,70.47,"Cheese - Valancey,3.93,36.78","Placemat - Scallop, White,2.52,21.53","Chicken - White Meat With Tender,1.36,12.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140673,2017-06-13,271.50,"Star Anise, Whole,2.26,19.09","Plate Pie Foil,2.86,17.25","Yogurt - Raspberry, 175 Gr,3.14,9.57","Bread - Granary Small Pull,4.13,5.75","Trueblue - Blueberry 12x473ml,2.42,6.78","Pepper - Cubanelle,2.39,3.38","Island Oasis - Strawberry,3.86,4.82","Cheese - Cheddar, Old White,2.75,18.23","Trout - Rainbow, Fresh,2.95,10.47","Pie Pecan,2.92,21.22","Veal - Round, Eye Of,1.11,7.43","Paste - Black Olive,2.73,1.25","Syrup - Monin, Amaretta,3.15,24.38","Sauce - White, Mix,2.58,4.88","Wine - Riesling Alsace Ac 2001,4.07,9.15","Crackers - Water,1.19,5.02","Isomalt,2.23,2.90","Sugar - Monocystal / Rock,3.78,15.25","Coffee - Hazelnut Cream,3.77,22.84","Cake - French Pear Tart,1.60,8.42","Sugar - Crumb,3.77,37.57","Mackerel Whole Fresh,2.43,15.84",0,0,0,0,0,0,0
140673,2018-01-07,49.51,"Beef - Rib Eye Aaa,1.98,2.49","Cocoa Butter,2.25,5.07","Strawberries,2.98,20.75","Plasticknivesblack,1.32,11.07","Longos - Grilled Chicken With,1.84,3.88","Pancetta,1.23,6.25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140673,2018-02-23,330.37,"Tart Shells - Barquettes, Savory,1.38,12.96","Syrup - Monin, Irish Cream,2.34,10.51","Beef - Tongue, Cooked,3.24,9.28","Trout - Rainbow, Fresh,2.23,7.91","Hipnotiq Liquor,3.28,23.23","Corn Kernels - Frozen,2.53,7.60","Bread - Granary Small Pull,1.72,2.39","Ranchero - Primerba, Paste,1.04,4.54","Ranchero - Primerba, Paste,1.81,15.69","Table Cloth 81x81 Colour,3.84,29.89","Relish,2.23,6.27","Soup - Knorr, Chicken Noodle,3.64,24.99","Cheese - Taleggio D.o.p.,3.65,2.95","Curry Powder,2.51,10.86","Bread - Crusty Italian Poly,2.30,18.07","Pork - Liver,2.46,7.39","Pepper - Roasted Red,1.94,4.03","Flour - Masa De Harina Mexican,1.75,10.88","Spinach - Spinach Leaf,2.12,1.78","Clam - Cherrystone,2.94,13.42","Pepper - Roasted Red,2.22,4.62","Wine - White, French Cross,2.95,26.10","Octopus - Baby, Cleaned,1.14,5.35","Bok Choy - Baby,2.60,23.62","Lamb - Ground,2.74,13.26","Bread - Granary Small Pull,2.23,3.10","Pasta - Tortellini, Fresh,3.30,6.43","Bandage - Flexible Neon,1.76,15.33","Noodles - Steamed Chow Mein,1.54,7.93"
268922,2017-10-22,107.03,"Wine - Pinot Grigio Collavini,2.08,17.42","Bread - Rolls, Rye,3.68,27.32","Wine - Red, Black Opal Shiraz,3.99,32.24","Rabbit - Saddles,3.15,30.06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268922,2018-01-23,493.98,"Spaghetti Squash,1.65,4.40","Wine - Magnotta - Cab Franc,1.97,12.26","Ice Cream - Life Savers,3.51,26.91","Foil - Round Foil,2.31,20.88","Nut - Almond, Blanched, Whole,1.54,7.22","Pea - Snow,4.01,7.34","Cheese - St. Paulin,2.38,19.18","Daves Island Stinger,3.70,32.64","Flower - Carnations,4.06,7.72","Pepper - Gypsy Pepper,3.39,25.26","Wine - Sogrape Mateus Rose,2.67,9.86","Daves Island Stinger,1.53,13.48","Juice - Grapefruit, 341 Ml,2.81,24.09","Coffee - Cafe Moreno,1.73,16.34","Bread - Crusty Italian Poly,1.52,11.77","Rabbit - Saddles,2.44,14.75","Table Cloth 90x90 White,3.44,31.96","Wine - White, Ej,1.99,5.03","Chutney Sauce,3.75,19.39","Lemon Grass,1.44,13.56","Lid - 10,12,16 Oz,2.62,23.07","Wine - Pinot Grigio Collavini,3.34,27.92","Pork Loin Bine - In Frenched,2.96,8.87","Lemon Grass,1.58,14.87","Chervil - Fresh,3.69,13.38","Tart Shells - Barquettes, Savory,2.70,25.34","Orange - Tangerine,3.85,17.50","Appetizer - Southwestern,3.36,32.58","Cheese - Comte,1.98,6.41"
130281,2017-03-04,247.76,"Yogurt - Raspberry, 175 Gr,1.65,5.67","Cookie Dough - Chocolate Chip,1.67,8.26","Anchovy Paste - 56 G Tube,4.07,11.93","Carbonated Water - Blackberry,1.62,1.07","Relish,1.20,3.37","Ecolab Crystal Fusion,1.69,13.93","Curry Powder,3.04,13.18","Pepsi - 600ml,1.47,10.72","Crackers - Trio,1.05,0.69","Ranchero - Primerba, Paste,3.20,27.79","Sorrel - Fresh,2.41,15.23","Wine - White, French Cross,1.84,16.32","Veal - Slab Bacon,2.48,24.18","Bread - Crusty Italian Poly,4.01,31.05","Taro Root,2.21,11.94","Bread - Granary Small Pull,2.93,4.07","Pork - Loin, Center Cut,4.16,24.57","Bread - Bagels, Mini,2.68,23.78",0,0,0,0,0,0,0,0,0,0,0
130281,2017-09-16,262.16,"Tart Shells - Barquettes, Savory,3.84,36.02","Vinegar - Champagne,4.08,40.79","Grapes - Red,1.35,12.31","Veal - Insides, Grains,1.49,2.67","Cheese - Goat,1.84,2.14","Capicola - Hot,3.45,21.18","Corn Kernels - Frozen,1.51,1.25","Foil - Round Foil,3.97,27.60","Veal - Brisket, Provimi,bnls,4.07,37.91","Veal - Round, Eye Of,1.00,6.69","Chocolate - Milk,3.44,4.64","Veal - Slab Bacon,3.07,29.88","Pork - Loin, Center Cut,4.19,24.76","Container - Hngd Cll Blk 7x7x3,1.59,14.32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130281,2017-09-12,104.31,"Carbonated Water - Cherry,2.28,17.82","Ice Cream - Life Savers,2.24,17.15","Cheese - St. Paulin,2.46,19.81","Strawberries,3.95,27.49","Extract - Raspberry,3.04,3.26","Potatoes - Mini White 3 Oz,2.08,18.78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130281,2017-11-18,127.55,"Bread - Raisin Walnut Oval,2.77,15.61","Energy Drink Bawls,2.54,21.46","Puree - Mango,1.11,5.41","Ginger - Pickled,1.65,15.62","Pork - European Side Bacon,1.78,8.21","Paste - Black Olive,3.51,1.62","Red Currant Jelly,1.84,8.80","Jam - Raspberry,jar,1.16,10.79","Liners - Banana, Paper,2.87,11.85","Island Oasis - Strawberry,3.02,3.77","Bag Clear 10 Lb,2.52,4.38","Longos - Cheese Tortellini,2.06,12.12","Cheese - Swiss Sliced,1.59,7.90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130281,2018-02-16,258.38,"Aspic - Light,1.20,3.12","Veal - Brisket, Provimi,bnls,1.76,16.37","Lid - 10,12,16 Oz,3.12,27.49","Towel Multifold,1.18,5.53","Lobster - Live,3.81,19.45","Persimmons,3.49,9.32","Sauce - Soya, Light,3.64,9.72","Wine - Bouchard La Vignee Pinot,1.03,2.04","Rosemary - Fresh,1.63,14.77","Sobe - Cranberry Grapefruit,2.71,25.43","Beef - Rib Eye Aaa,3.21,11.12","Star Anise, Whole,1.58,13.35","Soup - Campbells Pasta Fagioli,1.23,10.41","Ice Cream - Life Savers,3.09,23.69","Rosemary - Fresh,2.44,22.04","Flavouring - Rum,2.38,16.24","Nut - Almond, Blanched, Whole,1.47,6.86","Soup - French Onion,3.19,21.44",0,0,0,0,0,0,0,0,0,0,0
847908,2017-12-20,280.12,"Cucumber - English,3.06,17.67","Bread - Olive Dinner Roll,3.17,11.13","Kiwi,2.91,12.64","Wine - Red, Cabernet Sauvignon,3.33,30.46","Cheese - Grana Padano,3.51,7.51","Yogurt - Raspberry, 175 Gr,4.09,14.09","Wine - Acient Coast Caberne,3.60,4.39","Beef Tenderloin Aaa,1.20,11.02","Lobster - Live,1.52,7.77","Tomato - Plum With Basil,1.52,6.74","Pie Pecan,1.62,11.81","Bag Clear 10 Lb,3.44,5.99","Corn Kernels - Frozen,1.87,1.55","Crackers - Water,2.06,8.73","Crackers - Melba Toast,3.13,11.55","Oil - Sesame,1.88,13.50","Wine - Riesling Alsace Ac 2001,1.58,1.14","Lemon Grass,2.04,19.18","Strawberries,1.27,8.87","Cheese - Havarti, Roasted Garlic,2.39,13.18","Apple - Macintosh,2.32,12.54","Radish - Black, Winter, Organic,3.16,26.08","Extract - Raspberry,2.16,2.31","Sauce - Oyster,3.75,17.01","Spinach - Spinach Leaf,3.88,3.26",0,0,0,0
